0.00	0.25	4	4	1.875000e-02	4.466455e-01	-9.937500e-02	1.004268e-01	3.862500e-01	2.250660e-01	0.000000e+00	-1.393181e-01
0.00	0.27	4	4	-3.875000e-02	4.347036e-01	-1.171086e-01	1.175856e-01	3.712500e-01	2.294389e-01	0.000000e+00	-1.624424e-01
0.00	0.29	4	4	-1.250000e-03	4.431757e-01	-1.312626e-01	1.356255e-01	3.662500e-01	2.495339e-01	0.000000e+00	-1.880558e-01
0.00	0.30	4	4	-8.500000e-02	4.629660e-01	-1.477273e-01	1.590458e-01	3.900000e-01	2.635574e-01	0.000000e+00	-2.164209e-01
0.00	0.32	4	4	-4.250000e-02	5.081277e-01	-1.723801e-01	1.664030e-01	4.475000e-01	2.444253e-01	0.000000e+00	-2.478647e-01
0.00	0.34	4	4	5.125000e-02	4.643864e-01	-1.708838e-01	1.420507e-01	4.037500e-01	2.350897e-01	0.000000e+00	-2.828058e-01
0.00	0.36	4	4	1.500000e-02	5.127377e-01	-2.109659e-01	1.540014e-01	4.450000e-01	2.551470e-01	0.000000e+00	-3.218013e-01
0.00	0.37	4	4	-1.375000e-02	5.338232e-01	-2.588131e-01	1.868009e-01	4.537500e-01	2.815443e-01	0.000000e+00	-3.656329e-01
0.00	0.39	4	4	1.375000e-02	4.808505e-01	-2.172348e-01	1.629078e-01	4.137500e-01	2.453919e-01	0.000000e+00	-4.154882e-01
0.00	0.41	4	4	-1.375000e-02	5.144460e-01	-2.382955e-01	1.880567e-01	4.562500e-01	2.380750e-01	0.000000e+00	-4.734200e-01
0.00	0.43	4	4	-1.100000e-01	5.506473e-01	-2.880682e-01	2.425922e-01	4.975000e-01	2.603963e-01	0.000000e+00	-5.440146e-01
0.00	0.44	4	4	-6.125000e-02	5.591553e-01	-3.322222e-01	2.263478e-01	4.862500e-01	2.827847e-01	6.718540e-01	-6.502679e-01
0.00	0.46	4	4	-6.250000e-03	5.227257e-01	-2.980682e-01	2.199207e-01	4.487500e-01	2.681505e-01	8.240160e-01	-7.363586e-01
0.00	0.48	4	4	1.750000e-02	5.300413e-01	-3.490530e-01	2.387537e-01	4.525000e-01	2.765750e-01	8.770824e-01	-8.045823e-01
0.00	0.50	4	4	0.000000e+00	5.892262e-01	-3.606692e-01	2.794839e-01	5.250000e-01	2.675117e-01	9.078954e-01	-8.646637e-01
0.00	0.52	4	4	2.375000e-02	5.928467e-01	-3.992424e-01	2.741095e-01	5.287500e-01	2.691741e-01	9.284772e-01	-9.196035e-01
0.00	0.53	4	4	1.075000e-01	5.648617e-01	-4.182702e-01	2.768785e-01	4.900000e-01	3.008737e-01	9.432145e-01	-9.709073e-01
0.00	0.55	4	4	-7.500000e-03	6.224498e-01	-4.844444e-01	2.883459e-01	5.575000e-01	2.769364e-01	9.542194e-01	-1.019481e+00
0.00	0.57	4	4	2.500000e-02	5.945061e-01	-4.673295e-01	2.974793e-01	5.175000e-01	2.936941e-01	9.626723e-01	-1.065925e+00
0.00	0.59	4	4	1.750000e-02	5.918773e-01	-4.598990e-01	3.100211e-01	5.150000e-01	2.922328e-01	9.692984e-01	-1.110668e+00
0.00	0.60	4	4	-3.000000e-02	6.013319e-01	-5.130051e-01	3.077439e-01	5.350000e-01	2.761793e-01	9.745726e-01	-1.154025e+00
0.00	0.62	4	4	3.750000e-03	6.211016e-01	-5.451136e-01	3.163725e-01	5.537500e-01	2.813222e-01	9.788214e-01	-1.196236e+00
0.00	0.64	4	4	-3.375000e-02	6.331605e-01	-5.909722e-01	3.531993e-01	5.587500e-01	2.997160e-01	9.822771e-01	-1.237492e+00
0.00	0.66	4	4	-6.875000e-02	5.982723e-01	-5.367424e-01	3.587570e-01	5.337500e-01	2.788677e-01	9.851100e-01	-1.277943e+00
0.00	0.67	4	4	-1.250000e-03	6.683691e-01	-6.624432e-01	3.926087e-01	6.037500e-01	2.867136e-01	9.874476e-01	-1.317712e+00
0.00	0.69	4	4	3.250000e-02	6.035365e-01	-6.244571e-01	3.335372e-01	5.300000e-01	2.905383e-01	9.893872e-01	-1.356899e+00
0.00	0.71	4	4	6.125000e-02	5.800040e-01	-5.836427e-01	3.646790e-01	5.112500e-01	2.806772e-01	9.910042e-01	-1.395588e+00
0.00	0.73	4	4	5.750000e-02	6.496201e-01	-6.927273e-01	3.597014e-01	5.975000e-01	2.613546e-01	9.923578e-01	-1.433849e+00
0.00	0.74	4	4	1.875000e-02	6.736967e-01	-7.244634e-01	4.155181e-01	6.187500e-01	2.671464e-01	9.934949e-01	-1.471741e+00
0.00	0.76	4	4	-1.750000e-02	6.136520e-01	-6.730177e-01	3.611973e-01	5.600000e-01	2.515452e-01	9.944531e-01	-1.509313e+00
0.00	0.78	4	4	3.375000e-02	6.164046e-01	-6.925189e-01	3.963208e-01	5.512500e-01	2.778798e-01	9.952627e-01	-1.546607e+00
0.00	0.80	4	4	1.750000e-02	6.356640e-01	-7.341414e-01	4.258925e-01	5.675000e-01	2.869124e-01	9.959486e-01	-1.583660e+00
0.00	0.82	4	4	1.500000e-02	6.671488e-01	-8.462437e-01	4.212444e-01	5.975000e-01	2.971637e-01	9.965307e-01	-1.620504e+00
0.00	0.83	4	4	-2.000000e-02	6.482476e-01	-8.166667e-01	4.570816e-01	5.725000e-01	3.047437e-01	9.970259e-01	-1.657164e+00
0.00	0.85	4	4	-3.250000e-02	6.479824e-01	-7.978220e-01	4.817565e-01	5.825000e-01	2.857118e-01	9.974478e-01	-1.693664e+00
0.00	0.87	4	4	-2.250000e-02	6.558344e-01	-8.426263e-01	5.021130e-01	5.850000e-01	2.973214e-01	9.978078e-01	-1.730025e+00
0.00	0.89	4	4	2.875000e-02	6.675176e-01	-8.885795e-01	4.470373e-01	6.062500e-01	2.808330e-01	9.981154e-01	-1.766263e+00
0.00	0.90	4	4	1.187500e-01	7.140061e-01	-1.057727e+00	5.347229e-01	6.562500e-01	3.053558e-01	9.983786e-01	-1.802394e+00
0.00	0.92	4	4	-5.000000e-03	6.672987e-01	-9.263258e-01	5.100562e-01	5.950000e-01	3.021382e-01	9.986041e-01	-1.838431e+00
0.00	0.94	4	4	8.375000e-02	5.903005e-01	-8.149242e-01	4.510742e-01	5.337500e-01	2.656684e-01	9.987975e-01	-1.874385e+00
0.00	0.96	4	4	2.875000e-02	6.234619e-01	-8.541856e-01	5.363600e-01	5.562500e-01	2.830498e-01	9.989634e-01	-1.910268e+00
0.00	0.97	4	4	5.500000e-02	6.408783e-01	-9.284470e-01	5.290812e-01	5.750000e-01	2.883141e-01	9.991060e-01	-1.946086e+00
0.00	0.99	4	4	4.375000e-02	6.325482e-01	-8.807765e-01	5.639981e-01	5.712500e-01	2.751448e-01	9.992286e-01	-1.981849e+00
0.00	1.01	4	4	-5.500000e-02	6.753055e-01	-1.017677e+00	5.719070e-01	6.125000e-01	2.896658e-01	9.993341e-01	-2.017562e+00
0.00	1.03	4	4	-1.287500e-01	6.423723e-01	-1.009792e+00	5.051491e-01	5.962500e-01	2.714861e-01	9.994249e-01	-2.053233e+00
0.00	1.05	4	4	-6.000000e-02	6.145323e-01	-9.121591e-01	5.181266e-01	5.575000e-01	2.654124e-01	9.995031e-01	-2.088865e+00
0.00	1.06	4	4	6.375000e-02	6.460203e-01	-9.966856e-01	6.169082e-01	5.812500e-01	2.890583e-01	9.995706e-01	-2.124464e+00
0.00	1.08	4	4	-1.625000e-01	6.653242e-01	-1.134848e+00	6.113974e-01	6.225000e-01	2.855805e-01	9.996288e-01	-2.160034e+00
0.00	1.10	4	4	-1.500000e-02	6.626839e-01	-1.076515e+00	6.099806e-01	6.075000e-01	2.651768e-01	9.996789e-01	-2.195577e+00
0.00	1.12	4	4	-5.625000e-02	6.340285e-01	-1.024078e+00	5.650895e-01	5.787500e-01	2.649617e-01	9.997223e-01	-2.231098e+00
0.00	1.13	4	4	7.750000e-02	7.086034e-01	-1.247222e+00	6.779368e-01	6.525000e-01	2.869996e-01	9.997597e-01	-2.266599e+00
