-1.00	2	2.118918e+01	5.586882e+01	1.636668e+00	-9.305533e-01
-0.90	2	1.762973e+01	4.619326e+01	1.620190e+00	-9.072920e-01
-0.80	2	1.474831e+01	3.836073e+01	1.601026e+00	-8.756886e-01
-0.70	2	1.242926e+01	3.205689e+01	1.579148e+00	-8.329426e-01
-0.60	2	1.057950e+01	2.702874e+01	1.554821e+00	-7.756775e-01
-0.50	2	9.124815e+00	2.307449e+01	1.528762e+00	-7.001847e-01
-0.40	2	8.006809e+00	2.003543e+01	1.502299e+00	-6.030173e-01
-0.30	2	7.180616e+00	1.778961e+01	1.477449e+00	-4.820210e-01
-0.20	2	6.613078e+00	1.624688e+01	1.456780e+00	-3.376765e-01
-0.10	2	6.281417e+00	1.534533e+01	1.442973e+00	-1.742562e-01
0.00	2	6.172323e+00	1.504878e+01	1.438107e+00	0.000000e+00
0.10	2	6.281417e+00	1.534533e+01	1.442973e+00	1.742562e-01
0.20	2	6.613078e+00	1.624688e+01	1.456780e+00	3.376765e-01
0.30	2	7.180616e+00	1.778961e+01	1.477449e+00	4.820210e-01
0.40	2	8.006809e+00	2.003543e+01	1.502299e+00	6.030173e-01
0.50	2	9.124815e+00	2.307449e+01	1.528762e+00	7.001847e-01
0.60	2	1.057950e+01	2.702874e+01	1.554821e+00	7.756775e-01
0.70	2	1.242926e+01	3.205689e+01	1.579148e+00	8.329426e-01
0.80	2	1.474831e+01	3.836073e+01	1.601026e+00	8.756886e-01
0.90	2	1.762973e+01	4.619326e+01	1.620190e+00	9.072920e-01
1.00	2	2.118918e+01	5.586882e+01	1.636668e+00	9.305533e-01
-1.00	3	4.078348e+02	4.078348e+02	1.393785e-16	-9.888648e-01
-0.90	3	3.033805e+02	3.033805e+02	1.873668e-16	-9.831642e-01
-0.80	3	2.261806e+02	2.261806e+02	3.769780e-16	-9.737250e-01
-0.70	3	1.692520e+02	1.692520e+02	6.717015e-16	-9.578642e-01
-0.60	3	1.274472e+02	1.274472e+02	0.000000e+00	-9.310423e-01
-0.50	3	9.698780e+01	9.698780e+01	2.930442e-16	-8.858727e-01
-0.40	3	7.512220e+01	7.512220e+01	1.891698e-16	-8.111969e-01
-0.30	3	5.987597e+01	5.987597e+01	4.746764e-16	-6.924369e-01
-0.20	3	4.987298e+01	4.987298e+01	1.424705e-16	-5.157741e-01
-0.10	3	4.421069e+01	4.421069e+01	8.035870e-16	-2.783627e-01
0.00	3	4.237835e+01	4.237835e+01	5.029993e-16	0.000000e+00
0.10	3	4.421069e+01	4.421069e+01	3.214348e-16	2.783627e-01
0.20	3	4.987298e+01	4.987298e+01	2.849410e-16	5.157741e-01
0.30	3	5.987597e+01	5.987597e+01	5.933455e-16	6.924369e-01
0.40	3	7.512220e+01	7.512220e+01	1.891698e-16	8.111969e-01
0.50	3	9.698780e+01	9.698780e+01	2.930442e-16	8.858727e-01
0.60	3	1.274472e+02	1.274472e+02	4.460155e-16	9.310423e-01
0.70	3	1.692520e+02	1.692520e+02	0.000000e+00	9.578642e-01
0.80	3	2.261806e+02	2.261806e+02	3.769780e-16	9.737250e-01
0.90	3	3.033805e+02	3.033805e+02	1.873668e-16	9.831642e-01
1.00	3	4.078348e+02	4.078348e+02	1.393785e-16	9.888648e-01
-1.00	4	3.016092e+03	3.016092e+03	4.523211e-16	-9.928295e-01
-0.90	4	2.028584e+03	2.028584e+03	3.362547e-16	-9.900860e-01
-0.80	4	1.366313e+03	1.366313e+03	4.992423e-16	-9.856510e-01
-0.70	4	9.224112e+02	9.224112e+02	9.859970e-16	-9.780284e-01
-0.60	4	6.253199e+02	6.253199e+02	7.272235e-16	-9.641942e-01
-0.50	4	4.271991e+02	4.271991e+02	5.322428e-16	-9.380650e-01
