phi12 = 0°, theta1 = theta2 = 35.5°, Elab = 13 MeV, ed = -2.125. Compare to Trotter
4.633257e+00	0.0
0.000000e+00	2.028727e-05
3.286021e-03	6.240635e-02
6.516723e-03	2.504248e-01
9.692191e-03	5.723220e-01
1.281252e-02	1.036904e+00
1.587783e-02	1.653579e+00
1.888823e-02	2.432398e+00
2.184386e-02	3.384106e+00
2.474488e-02	4.520189e+00
2.759147e-02	5.852926e+00
3.038379e-02	7.395446e+00
3.312208e-02	9.161784e+00
3.580655e-02	1.116694e+01
3.843745e-02	1.342695e+01
4.101507e-02	1.595891e+01
4.353970e-02	1.878111e+01
4.601166e-02	2.191301e+01
4.843133e-02	2.537535e+01
5.079908e-02	2.919017e+01
5.311535e-02	3.338086e+01
5.538061e-02	3.797219e+01
5.759534e-02	4.299029e+01
5.976012e-02	4.846264e+01
6.187552e-02	5.441801e+01
6.394221e-02	6.088635e+01
6.596089e-02	6.789864e+01
6.793232e-02	7.548661e+01
6.985735e-02	8.368250e+01
7.173687e-02	9.251856e+01
7.357187e-02	1.020265e+02
7.536340e-02	1.122368e+02
7.711264e-02	1.231779e+02
7.882082e-02	1.348749e+02
8.048929e-02	1.473488e+02
8.211953e-02	1.606145e+02
8.371310e-02	1.746792e+02
8.527170e-02	1.895410e+02
8.679715e-02	2.051866e+02
8.829143e-02	2.215893e+02
8.975660e-02	2.387076e+02
9.119491e-02	2.564832e+02
9.260873e-02	2.748401e+02
9.400054e-02	2.936845e+02
9.537299e-02	3.129049e+02
9.672883e-02	3.323738e+02
9.807093e-02	3.519509e+02
9.940224e-02	3.714860e+02
1.007258e-01	3.908248e+02
1.020448e-01	4.098140e+02
1.033623e-01	4.283068e+02
1.046815e-01	4.461689e+02
1.060056e-01	4.632834e+02
1.073377e-01	4.795540e+02
1.086809e-01	4.949084e+02
1.100383e-01	5.092981e+02
1.114127e-01	5.226988e+02
1.128071e-01	5.351083e+02
1.142241e-01	5.465439e+02
1.156664e-01	5.570392e+02
1.171364e-01	5.666405e+02
1.186365e-01	5.754036e+02
1.201688e-01	5.833902e+02
1.217356e-01	5.906656e+02
1.233387e-01	5.972957e+02
1.249799e-01	6.033456e+02
1.266610e-01	6.088780e+02
1.283836e-01	6.139523e+02
1.301491e-01	6.186236e+02
1.319590e-01	6.229429e+02
1.338145e-01	6.269563e+02
1.357168e-01	6.307056e+02
1.376670e-01	6.342282e+02
1.396662e-01	6.375574e+02
1.417153e-01	6.407225e+02
1.438153e-01	6.437500e+02
1.459669e-01	6.466624e+02
1.481710e-01	6.494795e+02
1.504282e-01	6.522185e+02
1.527394e-01	6.548932e+02
1.551050e-01	6.575164e+02
1.575256e-01	6.600989e+02
1.600019e-01	6.626501e+02
1.625344e-01	6.651779e+02
1.651234e-01	6.676889e+02
1.677696e-01	6.701888e+02
1.704733e-01	6.726823e+02
1.732349e-01	6.751733e+02
1.760547e-01	6.776648e+02
1.789332e-01	6.801595e+02
1.818707e-01	6.826593e+02
1.848674e-01	6.851658e+02
1.879237e-01	6.876801e+02
1.910398e-01	6.902031e+02
1.942161e-01	6.927352e+02
1.974527e-01	6.952767e+02
2.007498e-01	6.978283e+02
2.041078e-01	7.003906e+02
2.075267e-01	7.029632e+02
2.110068e-01	7.055457e+02
2.145483e-01	7.081374e+02
2.181513e-01	7.107378e+02
2.218160e-01	7.133461e+02
2.255426e-01	7.159614e+02
2.293312e-01	7.185829e+02
2.331818e-01	7.212098e+02
2.370948e-01	7.238409e+02
2.410701e-01	7.264754e+02
2.451079e-01	7.291123e+02
2.492082e-01	7.317505e+02
2.533713e-01	7.343891e+02
2.575972e-01	7.370270e+02
2.618859e-01	7.396632e+02
2.662375e-01	7.422967e+02
2.706522e-01	7.449264e+02
2.751300e-01	7.475514e+02
2.796709e-01	7.501706e+02
2.842750e-01	7.527830e+02
2.889424e-01	7.553877e+02
2.936732e-01	7.579836e+02
2.984673e-01	7.605699e+02
3.033248e-01	7.631456e+02
3.082458e-01	7.657097e+02
3.132303e-01	7.682614e+02
3.182783e-01	7.707996e+02
3.233898e-01	7.733236e+02
3.285649e-01	7.758325e+02
3.338036e-01	7.783254e+02
3.391059e-01	7.808014e+02
3.444719e-01	7.832598e+02
3.499015e-01	7.856997e+02
3.553947e-01	7.881203e+02
3.609516e-01	7.905209e+02
3.665721e-01	7.929007e+02
3.722563e-01	7.952590e+02
3.780042e-01	7.975950e+02
3.838157e-01	7.999079e+02
3.896908e-01	8.021972e+02
3.956296e-01	8.044620e+02
4.016320e-01	8.067021e+02
4.076979e-01	8.089262e+02
4.138275e-01	8.111220e+02
4.200206e-01	8.132889e+02
4.262773e-01	8.154262e+02
4.325975e-01	8.175333e+02
4.389811e-01	8.196097e+02
4.454282e-01	8.216547e+02
4.519388e-01	8.236679e+02
4.585127e-01	8.256486e+02
4.651500e-01	8.275964e+02
4.718506e-01	8.295108e+02
4.786145e-01	8.313913e+02
4.854417e-01	8.332375e+02
4.923320e-01	8.350488e+02
4.992854e-01	8.368249e+02
5.063020e-01	8.385653e+02
5.133816e-01	8.402697e+02
5.203574e-01	8.418992e+02
5.275615e-01	8.435312e+02
5.348285e-01	8.451261e+02
5.421583e-01	8.466835e+02
5.495509e-01	8.482032e+02
5.570063e-01	8.496847e+02
5.645242e-01	8.511279e+02
5.721048e-01	8.525326e+02
5.797479e-01	8.538984e+02
5.874534e-01	8.552251e+02
5.952213e-01	8.565125e+02
6.030516e-01	8.577604e+02
6.109441e-01	8.589686e+02
6.188987e-01	8.601356e+02
