-1.00	2	5.313265e+02	8.289965e+01	-9.284475e-01	1.630576e-02	-9.593571e-01	-3.090957e-02
-0.90	2	4.408541e+02	7.023680e+01	-9.041599e-01	2.271450e-02	-9.412582e-01	-3.709830e-02
-0.80	2	3.712932e+02	5.379698e+01	-8.732632e-01	2.752386e-02	-9.151653e-01	-4.190208e-02
-0.70	2	3.095148e+02	4.593474e+01	-8.267691e-01	3.901489e-02	-8.778762e-01	-5.110713e-02
-0.60	2	2.654883e+02	3.718654e+01	-7.702954e-01	5.170819e-02	-8.253062e-01	-5.501089e-02
-0.50	2	2.279529e+02	3.001418e+01	-6.941150e-01	6.230019e-02	-7.526604e-01	-5.854545e-02
-0.40	2	2.006898e+02	2.303856e+01	-5.973903e-01	7.552571e-02	-6.550659e-01	-5.767558e-02
-0.30	2	1.796478e+02	1.879421e+01	-4.716615e-01	9.585955e-02	-5.288783e-01	-5.721685e-02
-0.20	2	1.652295e+02	1.561965e+01	-3.324081e-01	1.149986e-01	-3.736191e-01	-4.121102e-02
-0.10	2	1.569410e+02	1.217206e+01	-1.703291e-01	1.235710e-01	-1.938939e-01	-2.356476e-02
0.00	2	1.541788e+02	1.194411e+01	6.409171e-03	1.275811e-01	0.000000e+00	-6.409171e-03
0.10	2	1.568672e+02	1.239512e+01	1.676835e-01	1.237510e-01	1.938939e-01	2.621040e-02
0.20	2	1.655537e+02	1.496623e+01	3.306328e-01	1.071664e-01	3.736191e-01	4.298630e-02
0.30	2	1.794886e+02	1.919101e+01	4.729564e-01	1.014361e-01	5.288783e-01	5.592186e-02
0.40	2	1.995624e+02	2.374566e+01	5.925914e-01	8.222805e-02	6.550659e-01	6.247454e-02
0.50	2	2.260267e+02	3.036119e+01	6.889854e-01	6.661994e-02	7.526604e-01	6.367500e-02
0.60	2	2.654924e+02	3.635657e+01	7.703265e-01	4.988143e-02	8.253062e-01	5.497979e-02
0.70	2	3.121978e+02	4.395489e+01	8.290203e-01	3.725797e-02	8.778762e-01	4.885595e-02
0.80	2	3.696886e+02	5.845651e+01	8.718974e-01	3.046121e-02	9.151653e-01	4.326789e-02
0.90	2	4.404290e+02	6.911005e+01	9.037791e-01	2.240045e-02	9.412582e-01	3.747905e-02
1.00	2	5.275407e+02	8.435996e+01	9.276329e-01	1.643060e-02	9.593571e-01	3.172416e-02
-1.00	3	5.208159e+03	1.388183e+03	-9.880617e-01	4.630167e-03	-9.888648e-01	-8.030062e-04
-0.90	3	3.784413e+03	9.782155e+02	-9.816354e-01	6.885185e-03	-9.831642e-01	-1.528762e-03
-0.80	3	2.822049e+03	7.443410e+02	-9.711574e-01	1.135492e-02	-9.737250e-01	-2.567572e-03
-0.70	3	2.100207e+03	5.352065e+02	-9.541125e-01	1.709203e-02	-9.578642e-01	-3.751622e-03
-0.60	3	1.591082e+03	3.936119e+02	-9.253043e-01	2.902100e-02	-9.310423e-01	-5.738002e-03
-0.50	3	1.212809e+03	2.820923e+02	-8.784706e-01	4.567206e-02	-8.858727e-01	-7.402081e-03
-0.40	3	9.465648e+02	2.249747e+02	-8.026312e-01	7.041075e-02	-8.111969e-01	-8.565680e-03
-0.30	3	7.418545e+02	1.651506e+02	-6.721420e-01	1.114205e-01	-6.924369e-01	-2.029496e-02
-0.20	3	6.263142e+02	1.226503e+02	-5.025017e-01	1.439596e-01	-5.157741e-01	-1.327239e-02
-0.10	3	5.500967e+02	9.235083e+01	-2.783987e-01	1.772774e-01	-2.783627e-01	3.601532e-05
0.00	3	5.314843e+02	8.787768e+01	8.746488e-03	1.942806e-01	0.000000e+00	-8.746488e-03
0.10	3	5.503621e+02	9.527021e+01	2.710299e-01	1.708183e-01	2.783627e-01	7.332794e-03
0.20	3	6.213342e+02	1.221606e+02	4.991535e-01	1.504135e-01	5.157741e-01	1.662063e-02
0.30	3	7.501611e+02	1.605381e+02	6.766602e-01	1.032551e-01	6.924369e-01	1.577676e-02
0.40	3	9.403781e+02	2.207063e+02	8.002027e-01	7.405793e-02	8.111969e-01	1.099418e-02
0.50	3	1.197253e+03	2.910350e+02	8.762570e-01	4.483055e-02	8.858727e-01	9.615616e-03
0.60	3	1.587355e+03	3.950636e+02	9.251897e-01	2.818885e-02	9.310423e-01	5.852660e-03
