5	2.000000e-01	9.872342e-01	0.000000e+00	-1.063368e+01	3.552714e-15	0.0000	5.234721e-01	-3.055503e-01
5	2.181818e-01	9.801860e-01	1.110223e-16	-7.833906e+00	8.881784e-16	0.0000	5.293286e-01	-3.131735e-01
5	2.363636e-01	9.890911e-01	2.647123e-05	-9.755961e+00	9.617439e-03	0.0020	5.352229e-01	-3.209414e-01
5	2.545455e-01	9.924501e-01	1.110223e-16	-1.067732e+01	7.105427e-15	0.0000	5.411529e-01	-3.288540e-01
5	2.727273e-01	9.966157e-01	1.020030e-05	-1.367619e+01	1.360933e-02	0.0020	5.471162e-01	-3.369113e-01
5	2.909091e-01	9.976462e-01	0.000000e+00	-1.457420e+01	3.552714e-15	0.0000	5.531102e-01	-3.451132e-01
5	3.090909e-01	9.973273e-01	6.042042e-06	-1.316273e+01	9.332274e-03	0.0020	5.591324e-01	-3.534592e-01
5	3.272727e-01	9.984354e-01	5.551115e-16	-1.485694e+01	1.776357e-15	0.0000	5.651803e-01	-3.619490e-01
5	3.454545e-01	9.986826e-01	9.745411e-06	-1.499817e+01	5.137673e-02	0.0040	5.712509e-01	-3.705818e-01
5	3.636364e-01	9.998256e-01	5.551115e-16	-2.435082e+01	1.065814e-14	0.0000	5.773417e-01	-3.793568e-01
5	3.818182e-01	9.997531e-01	2.418535e-06	-2.142983e+01	2.942401e-02	0.0020	5.834497e-01	-3.882731e-01
5	4.000000e-01	9.998086e-01	2.220446e-16	-2.169214e+01	7.105427e-15	0.0000	5.895720e-01	-3.973294e-01
5	4.181818e-01	9.997034e-01	3.558166e-06	-1.886807e+01	5.964377e-02	0.0020	5.957057e-01	-4.065245e-01
5	4.363636e-01	9.998701e-01	3.279481e-06	-2.277082e+01	1.248996e-01	0.0040	6.018478e-01	-4.158568e-01
5	4.545455e-01	9.998381e-01	4.789429e-07	-1.991149e+01	1.231974e-02	0.0020	6.079952e-01	-4.253248e-01
5	4.727273e-01	-9.996002e-01	3.905317e-06	-2.348678e+01	5.044646e-02	0.0020	6.141449e-01	-4.349265e-01
5	4.909091e-01	9.999630e-01	8.451017e-08	-2.534708e+01	1.171189e-02	0.0020	6.202938e-01	-4.446601e-01
5	5.090909e-01	9.999873e-01	2.220446e-16	-2.993143e+01	3.552714e-15	0.0000	6.264387e-01	-4.545233e-01
5	5.272727e-01	9.999815e-01	1.110223e-16	-2.699838e+01	3.552714e-15	0.0000	6.325765e-01	-4.645140e-01
5	5.454545e-01	9.999876e-01	1.438054e-07	-2.825488e+01	5.499428e-02	0.0020	6.387041e-01	-4.746296e-01
5	5.636364e-01	-9.999184e-01	3.573871e-07	-2.678609e+01	2.015694e-02	0.0020	6.448183e-01	-4.848677e-01
5	5.818182e-01	-9.999587e-01	5.812204e-07	-2.941304e+01	4.704377e-02	0.0020	6.509161e-01	-4.952254e-01
5	6.000000e-01	9.999926e-01	5.339706e-08	-2.803750e+01	3.845739e-02	0.0020	6.569943e-01	-5.057000e-01
5	6.181818e-01	9.999980e-01	6.713073e-08	-3.479880e+01	1.436210e-01	0.0040	6.630498e-01	-5.162885e-01
5	6.363636e-01	9.999955e-01	1.595308e-08	-2.877067e+01	1.747340e-02	0.0040	6.690796e-01	-5.269877e-01
5	6.545455e-01	9.999978e-01	4.293031e-08	-3.200007e+01	1.085993e-01	0.0080	6.750806e-01	-5.377946e-01
5	6.727273e-01	-9.999947e-01	1.086116e-07	-3.560077e+01	9.894021e-02	0.0020	6.810500e-01	-5.487059e-01
5	6.909091e-01	9.999994e-01	2.220446e-16	-3.638596e+01	7.105427e-15	0.0000	6.869847e-01	-5.597180e-01
5	7.090909e-01	9.999995e-01	3.804301e-09	-3.610522e+01	3.127569e-02	0.0020	6.928819e-01	-5.708276e-01
5	7.272727e-01	9.999996e-01	3.555858e-09	-3.683271e+01	4.848794e-02	0.0040	6.987389e-01	-5.820311e-01
5	7.454545e-01	9.999999e-01	5.048692e-09	-4.110106e+01	9.007123e-02	0.0060	7.045528e-01	-5.933249e-01
5	7.636364e-01	9.999999e-01	3.449903e-11	-3.977174e+01	1.242096e-03	0.0020	7.103211e-01	-6.047052e-01
5	7.818182e-01	9.999999e-01	1.839629e-10	-4.359133e+01	1.887046e-02	0.0020	7.160411e-01	-6.161684e-01
5	8.000000e-01	9.999997e-01	7.424627e-10	-3.505813e+01	1.858477e-02	0.0020	7.217104e-01	-6.277106e-01
5	8.181818e-01	1.000000e+00	4.821983e-10	-4.274787e+01	3.684507e-02	0.0040	7.273266e-01	-6.393281e-01
5	8.363636e-01	-9.999997e-01	8.457499e-09	-4.210151e+01	1.181394e-01	0.0020	7.328874e-01	-6.510169e-01
5	8.545455e-01	-9.999999e-01	1.425525e-09	-4.597753e+01	5.714173e-02	0.0020	7.383905e-01	-6.627733e-01
5	8.727273e-01	9.999999e-01	1.038270e-09	-3.921124e+01	1.091014e-01	0.0040	7.438339e-01	-6.745933e-01
5	8.909091e-01	1.000000e+00	2.896865e-10	-4.563461e+01	7.882721e-02	0.0040	7.492156e-01	-6.864731e-01
5	9.090909e-01	1.000000e+00	2.674042e-10	-4.093459e+01	4.612757e-02	0.0080	7.545337e-01	-6.984088e-01
5	9.272727e-01	-1.000000e+00	2.911139e-10	-4.846265e+01	3.685413e-02	0.0020	7.597864e-01	-7.103966e-01
5	9.454545e-01	1.000000e+00	2.220446e-16	-5.007271e+01	7.105427e-15	0.0000	7.649719e-01	-7.224327e-01
5	9.636364e-01	1.000000e+00	2.220446e-16	-5.415494e+01	7.105427e-15	0.0000	7.700889e-01	-7.345132e-01
5	9.818182e-01	1.000000e+00	3.151214e-11	-4.952671e+01	7.261775e-02	0.0060	7.751357e-01	-7.466345e-01
5	1.000000e+00	1.000000e+00	4.632588e-11	-4.919183e+01	9.181191e-02	0.0060	7.801112e-01	-7.587928e-01
5	1.018182e+00	-1.000000e+00	2.220446e-16	-4.691016e+01	1.421085e-14	0.0000	7.850139e-01	-7.709845e-01
5	1.036364e+00	1.000000e+00	4.639449e-12	-5.683376e+01	7.301118e-02	0.0060	7.898429e-01	-7.832060e-01
5	1.054545e+00	1.000000e+00	3.022591e-11	-4.752885e+01	1.049055e-01	0.0080	7.945972e-01	-7.954537e-01
5	1.072727e+00	-1.000000e+00	1.884677e-10	-5.437801e+01	2.984855e-01	0.0100	7.992758e-01	-8.077243e-01
5	1.090909e+00	1.000000e+00	2.220446e-16	-6.072246e+01	1.421085e-14	0.0000	8.038780e-01	-8.200143e-01
